cpf;nome;Sigla;sexo
2069;ANDREIA TEIXEIRA BATISTA;PT;F
2070;DEISE DUARTE;PODE;F
2071;DEJANIRA VICENCIA SANTOS ALVES;PDT;F
2072;ADAUTO VIANA JUNIOR;PTB;M
2073;GRACIELA DE LOURDES DAVID AMBROSIO;PL;F
2074;MARISTELA MORESCHI RIBEIRO NADER;PODE;F
2075;RAQUEL KOBASHI GALLINATI LOMBARDI;PL;F
2076;ADOLPHO HENRIQUE DE PAULA RAMOS;MDB;M
2077;FABIANO RUEDA AMORIM;SOLIDARIEDADE;M
2078;GUSTAVO MESQUITA GALVÃO BUENO;PSC;M
2079;HELIO BRESSAN;PSD;M
2080;HUGO PEREIRA DE CASTRO;PL;M
2081;ANTONIO ASSUNÇÃO DE OLIM;PP;M
2082;RENATO PUPO DE PAULA;PSDB;M
2083;REINALDO RÚBIO RODA;PSB;M
2084;LUIZ AUGUSTO ROMANI DE OLIVEIRA;PROS;M
2085;DENIVIA ROSA DOS SANTOS OLIVEIRA;PTB;F
2086;DENE IRENO DE SOUSA;PTB;F
2087;DEOCLÉCIO KAWAHATA PLACCO;PATRIOTA;M
2088;DEOMERCE DE SOUZA DAMASCENO;UNIÃO;M
2089;MARIA DAS MERCES CANDIDA DE ARAUJO;AVANTE;M
2090;MARCELO RIBEIRO COSTA;PP;M
2091;RAPHAEL DIAS FERNANDES NETO;PROS;M
2092;ALDENIR DIAS DOS SANTOS;PSOL;M
2093;DIEGO LOPES DEL RIO;MDB;M
2094;DIEGO WEIDEMANN RACHE VITELLO;PSOL;M
2095;DIEGO VOLGARINE PARDAL;PSC;M
2096;ADRIANO SANTANA DOS SANTOS;PODE;M
2097;FRANCISCA NILMAR ARRAES MANOEL;PT;F
2098;DILSO PANTALEÃO MANZANO;PATRIOTA;M
2099;DINACI FERREIRA OLEAN;PSDB;F
2100;MOISES JULIANO MONTIEL;SOLIDARIEDADE;M
2101;DIONE FRANCISCO DA SILVA;PRTB;F
2102;RICARDO REIS DE OLIVEIRA;MDB;M
2103;DJALMA NERY FERREIRA NETO;PSOL;M
2104;WENDELL BRAZ NICOLICHE;PTB;M
2105;DOUGLAS AMPARADO CABRAL;PSB;M
2106;CELSO DA LUZ GUEDES;PMN;M
2107;DOMINGOS COSTA MINÉZIO GALLÉ;PSDB;M
2108;AUREA ROCHA;REPUBLICANOS;F
2109;SEVERINA BENEDITA DA SILVA;PRTB;F
2110;JURACY DA CONCEIÇÃO DOS SANTOS;UNIÃO;M
2111;GERLANY FELISMINO DE LIMA ROCHA;REPUBLICANOS;F
2112;MARIA ROSA DE ALBUQUERQUE;DC;F
2113;ANTONIO DONATO MADORMO;PT;M
2114;LUIZ CARLOS DONEGÁ NETO;REPUBLICANOS;M
2115;DONIZETI APARECIDO ALVES FERREIRA;PV;M
2116;DORALICE SOUZA MATOS FAUSTINO;PMN;F
2117;MARIA DAS DORES ALVES SILVA;PV;F
2118;DOUGLAS AUGUSTO PINHEIRO DE OLIVEIRA;PDT;M
2119;DOUGLAS ALBERTO SANTOS;REPUBLICANOS;M
2120;DOUGLAS BORGONI;PODE;M
2121;DOUGLAS KAJFES GARCIA;PMB;M
2122;DOUGLAS MARTINS DE SOUZA;PT;M
2123;DOUGLAS SOLANO DAS NEVES;AGIR;M
2124;DOUGLAS HENRIQUE DE OLIVEIRA;NOVO;M
2125;LI LI MIN;CIDADANIA;F
2126;JOÃO VANE CAVALCANTI REIS;AVANTE;M
2127;ADEMIR MARTINS BOAVENTURA;MDB;M
2128;ALDO FERNANDO NUNES;PODE;M
2129;MARCOS MONTANI CASEIRO;PT;M
2130;CASEMIRO DOS REIS JÚNIOR;PDT;M
2131;LUIZ DE SOUSA CHAGAS;AVANTE;M
2132;JOSÉ GARRIS DEL VALLE;PSD;M
2133;DIOGO DE FREITAS VALEIRO GARCIA;NOVO;M
2134;EDISON LOURENÇO RICCOMI;REPUBLICANOS;M
2135;EDSON RODRIGUES;PODE;M
2136;EDUARDO CARNEIRO MARTINS;PODE;M
2137;CARLOS EDUARDO NOBREGA;PODE;M
2138;ELVIO ANTONIO PINOTTI NETO;PODE;M
2139;FABRICIO SANCHES MESTRINER;PSB;M
2140;FERNANDO LUCCHESI ANTUNES DE OLIVEIRA;PSD;M
2141;FLAVIO ROBERTO SALATINO;PP;M
2142;CARLOS JOSE GASPAR;UNIÃO;M
2143;HERY WALDIR KATTWINKEL JUNIOR;SOLIDARIEDADE;M
2144;HUMBERTO YUTAKA NAKAMURA;PSD;M
2145;JOSE CARLOS RICARDO;PROS;M
2146;LEANDRO ALTRÃO MARTINES;PSB;M
2147;LINDEMBERG MELO GONCALVES;PTB;M
2148;MARCELO COSTA MORAES;PTB;M
2149;MARCOS MENDES DA SILVA;PODE;M
2150;MAURO CESAR RAMOS DE ALMEIDA;MDB;M
2151;MOHAMED AHMED YOUSSEF;MDB;M
2152;PEDRO LUIZ CONTI MARIOZI;REPUBLICANOS;M
2153;JOSEPH RAFFOUL JUNIOR;PL;M
2154;RAUL APARECIDO GONÇALVES PAULA;PODE;M
2155;RENAN MARINO;PATRIOTA;M
2156;RENE SILVEIRA;PRTB;M
2157;ROBERTO MIGUEL REY JUNIOR;PODE;M
2158;RICARDO DIAS;AVANTE;M
2159;RICARDO CRUZ DE REZENDE PAOLIELLO;PTB;M
2160;ROBERTO ROGERIO SOARES;PSD;M
2161;RODRIGO FEITOSA LOPES;PODE;M
2162;ROMAR WILLIAM CULLEN DELLAPIAZZA;MDB;M
2163;VESPASIANO SAULO DA COSTA E SILVA;PSB;M
2164;SIDNEI TAVARES MEDEIROS;PDT;M
2165;VALDOMIRO LOPES DA SILVA JUNIOR;PSB;M
2166;VONG IEK LEONG;PSDB;M
2167;WAGNER BAPTISTA RIGUEIRA;PODE;M
2168;ADOLFO BASSO;PDT;M
2169;AGNALDO PISCOPO;SOLIDARIEDADE;M
2170;ALAN EDUARDO DE PAULA;SOLIDARIEDADE;M
2171;JOSE ALCY PINHEIRO SUBRINHO;PATRIOTA;M
2172;CLODOALDO ALVES DE AMORIM;PTB;M
2173;ANDRÉ GASPARINI SPADARO;PSDB;M
2174;CARLOS WEVERTON ORTEGA SANCHES;REPUBLICANOS;M
2175;EDSON GARCIA;AGIR;M
2176;CESAR BENEDITO ALVES;AGIR;M
2177;CLAUDINEI LUIS DA SILVA;UNIÃO;M
2178;CONSTANTINO CURY NETO;PT;M
2179;EDMILSON PINTO CARDOZO;PDT;M
2180;ELTON ALVES RIBEIRO DE CARVALHO JUNIOR;PSC;M
2181;ERNESTO ANTONIO MATTOS;PATRIOTA;M
2182;ESTANISLAU MATIAS BARROS;PSDB;M
2183;EVANDRO PEREIRA DOS REIS;PTB;M
2184;JORGE DO CARMO SILVA;PT;M
2185;JOSÉ ANTÔNIO FERREIRA;PSB;M
2186;LAERCIO SANDES DE OLIVEIRA;UNIÃO;M
2187;LUIS CLAUDIO LAPENA BARRETO;PATRIOTA;M
2188;LEANDRO ROMEO PECCEQUILLO FREIRE;PSOL;M
2189;MARCO AURELIO MIETO DOMINGUES;PTB;M
2190;LEONARDO CÉSAR TASSINARI;PV;M
2191;MARCOS ROGERIO MANTEIGA;PTB;M
2192;PAULO SÉRGIO CONTADOR MIRAS;NOVO;M
2193;PAULO NUNES PINHEIRO;UNIÃO;M
2194;RENATO SALVADOR MARTINS;PTB;M
2195;RICARDO ALEXANDRE ZUPIROLLI;PMB;M
2196;RODNEY DE PAIVA;MDB;M
2197;SALVADOR FERREIRA DA SILVA JUNIOR;AGIR;M
2198;VANDERLEI GROSSI DA SILVA;PRTB;M
2199;ANGELA GISELDA RUSSO PUCCIA DE LIMA;PATRIOTA;F
2200;CRISTIANE VIVIAN ALVES GOMES;PODE;F
2201;DAMARIS DIAS MOURA KUO;PSDB;F
2202;DANIELA DE OLIVEIRA SOUZA SOUTO;PP;F
2203;DENISE FERNANDES DE SOUZA PANTALEÃO;PSOL;F
2204;ERIKA STANCOLOVICHE VEIGA;REPUBLICANOS;F
2205;JÉSSIKA RUSSO MACHADO;PMN;F
2206;LILIANE DURCE;PTB;F
2207;LOREDANA NOCITO SALAMONE;AVANTE;F
2208;LUCINEIA DOS SANTOS;AVANTE;F
2209;MARCIA TAPIGLIANI BAPTISTA;PL;F
2210;MARCIA APARECIDA TASCHETTI;PP;F
2211;MARIA ALICE FERNANDES MOSTARDINHA;PATRIOTA;F
2212;MAYRA ROSANNA GAMA DE ARAÚJO SILVA DA COSTA;REPUBLICANOS;F
2213;MIRIAM LUZ GIANNONI;PODE;F
2214;MONICA BATALHA PRADO;PL;F
2215;NUBIA DE JESUS SANTOS;PDT;F
2216;NÚBIA CRISTINA SILVÉRIO;PSD;F
2217;NURIA DANIELA GALLÃO ARTHUZO;PTB;F
2218;OSTERLAINE HENRIQUES ALVES;UNIÃO;F
2219;FRANCISCA QUELINDEJARA VASCONCELOS SOBIESKI;AVANTE;F
2220;SANDRA REGINA VIEIRA;MDB;F
2221;SILMARA CRISTIANE DA SILVA POMPOLLO;AGIR;F
2222;TATIANA REGINA CRISCUOLO;PL;F
2223;THELMA ELAINE BRASILEIRO ROBERTI;PL;F
2224;ANA ROSA TEIXEIRA DE ARAUJO;UNIÃO;F
2225;ANGELA TORRES PRADO;PTB;F
2226;CAROLINA MALAVAZZI GALVÃO;PT;F
2227;CRISTIANY DE CASTRO;PL;F
2228;MARIA ESTELA CAPELETTI DA ROCHA;PMB;F
2229;FLORISA BATISTA DE ALMEIDA;SOLIDARIEDADE;F
2230;GRAZIELA COSTA LEITE;PSB;F
2231;LIGIA MAYUMI FUNAKI;PMB;F
2232;SONIA APARECIDA GONÇALVES BELARMINO;REPUBLICANOS;F
2233;ADRIANO DE OLIVEIRA SILVA DOS SANTOS;PSB;M
2234;EDUARDO LIMA DE SOUZA;PODE;M
2235;MARIA EDUARDA ALENCAR HIDALGO;PT;F
2236;DULCINEIA COELHO DA SILVA;PMB;F
2237;DULCE RITA CHAVES DE ANDRADE DABKIWICZ;PSDB;F
2238;MARIO EDUARDO DA SILVA;REDE;M
2239;RUBENS EDUARDO DOCAMPO ANTONINI;REDE;M
2240;EDGARD TAKASHI SASAKI;PSDB;M
2241;EDILEIDE SILVA;PATRIOTA;F
2242;EDIANE MARIA DO NASCIMENTO;PSOL;F
2243;EDILMA MARIA DA SILVA;REDE;F
2244;EDILSON FÉLIX GUIMARÃES;DC;M
2245;EDILSON GUARNIERI;PTB;M
2246;EDILSON RODRIGO NOGUEIRA MARCIANO;REDE;M
2247;EDINALVA NUNES DE JESUS;PSD;F
2248;EDIVALDA CORDEIRO DE LIMA SILVA;AGIR;F
2249;EDIVALDO SILVA MEIRA;PSC;M
2250;EDMILSON SOUZA SANTOS;PSOL;M
2251;EDMIR JOSE ABI CHEDID;UNIÃO;M
2252;EDNA DA SILVA DELLA NINA;PT;F
2253;EDNA BEZERRA SAMPAIO FERNANDES;REPUBLICANOS;F
2254;EDNA PENHA DA SILVA;PSB;F
2255;EDNA MARIA VERTELLO SILVA;REPUBLICANOS;F
2256;EDNEI APARECIDO VALENCIO;AVANTE;M
2257;EDNELSON PACHECO FERREIRA;PDT;M
2258;EDNEY BENEDITO SAMPAIO DUARTE JÚNIOR;NOVO;M
2259;EDSON NASCIMENTO DE OLIVEIRA;SOLIDARIEDADE;M
2260;EDSON ELIAS KHOURI;PSB;M
2261;EDSON FERREIRA DE JESUS;PROS;M
2262;EDSON DE OLIVEIRA GIRIBONI;UNIÃO;M
2263;EDSON TEIXEIRA;NOVO;M
2264;EDSON MORO JUNIOR;PROS;M
2265;EDSON FLORINDO PEREIRA;PSB;M
2266;EDSON ANTONIO DE SOUZA;REPUBLICANOS;M
2267;EDSON PIRES SALOMÃO;REPUBLICANOS;M
2268;EDUARDO ALMEIDA PERES;NOVO;M
2269;EDUARDO APARECIDO ALEIXO;PATRIOTA;M
2270;EDUARDO OLIVEIRA DE ARAUJO;PP;M
2271;LUIZ EDUARDO PENTEADO BORGO;PMB;M
2272;EDUARDO DIAS DE BRITO;PATRIOTA;M
2273;EDUARDO JOSE CORNELIO DE OLIVEIRA;PMB;M
2274;EDUARDO JOAQUIM DE OLIVEIRA;PROS;M
2275;EDUARDO LUIZ;PSB;M
2276;EDUARDO DOS REIS MAGOGA;PODE;M
2277;EDUARDO NASCIMENTO;PSB;M
2278;CARLOS EDUARDO PLACUCCI;AVANTE;M
2279;CARLOS EDUARDO RICATTO;PP;M
2280;JOSÉ EDUARDO DOS SANTOS;PODE;M
2281;EDUARDO SILVA NICOLAU DE SOUZA;SOLIDARIEDADE;M
2282;EDUARDO MATARAZZO SUPLICY;PT;M
2283;CARLOS EDUARDO THOMAZ PEDROSO;PL;M
2284;EDVALDO XAVIER CAVALCANTI;UNIÃO;M
2285;EDVAN LIMA BARBOSA;PMB;M
2286;EFANEU NOLASCO GODINHO;PSD;M
2287;EIDA SILVA DOS SANTOS AZEVEDO;MDB;F
2288;MARIA APARECIDA BORGES DE MACEDO;PODE;F
2289;ELAINE CRISTINA RODRIGUES;AVANTE;F
2290;ELAINE CRISTINA PUPE DE MORAIS;PMB;F
2291;ELENICE MARIA DE OLIVEIRA;PROS;F
2292;ELIANA PAULA CARETI;UNIÃO;F
2293;ELIANA CONRADO GOTTSFRITZ FERNANDES;PODE;F
2294;ELIANA CRISTINA DA SILVA PASCON;PATRIOTA;F
2295;ELIANA SÃO ROQUE MARTINS;PMB;F
2296;ELIANE MARIA DE SANTANA OLIVEIRA;PSC;F
2297;ELIAS DOS SANTOS BITENCOURT;AGIR;M
2298;ELIEZER ALMEIDA GUIMARÃES;PSOL;M
2299;ELISANGELA ALCANTARA DA SILVA GONZALEZ;PP;F
2300;ELISÂNGELA VENTURA ROCHA;PODE;F
2301;ELISANDRA APARECIDA DA SILVA RODRIGUES DE ALMEIDA;DC;F
2302;ELISANDRA PEDROSO FERREIRA;PSB;F
2303;ÉLITON SOUSA LEITE;REPUBLICANOS;M
2304;ELISANGELA VALINHO QUEIROZ DOS SANTOS;PMB;F
2305;ELIZEU RODRIGUES VARELA;AGIR;M
2306;ELLEN CRISTINA DE MORAES;SOLIDARIEDADE;F
2307;ELOÁ IZILDA OLIVEIRA;PROS;F
2308;ELTON CARVALHO PORTO;REPUBLICANOS;M
2309;ELVIO FERNANDEZ GONZALEZ;PSB;M
2310;ELZA DIAS AMARO;PSC;F
2311;EMERSON PEREIRA BATISTA;PTB;M
2312;EMERSON FRACAROLI;PODE;M
2313;EMERSON MARCIO VITALINO;REDE;M
2314;EMERSON ZOCCHI;PRTB;M
2315;EMIDIO PEREIRA DE SOUZA;PT;M
2316;ANTÔNIO EMÍDIO DE MORAIS;PSD;M
2317;EMÍLIO CARPANEZ FILHO;PATRIOTA;M
2318;EMILIO CURY JUNIOR;NOVO;M
2319;EMMERSON DE CAMARGO;PSB;M
2320;ENEAS SILVA FERREIRA SALES;PMB;M
2321;ADRIANA DO PRADO OLIVEIRA;DC;F
2322;ALEXANDRA DOS SANTOS MOTA;SOLIDARIEDADE;F
2323;CINTIA ROBERTA SILVA RODRIGUES;MDB;F
2324;JAQUELINE DA SILVA LIRA ARRUDA;UNIÃO;F
2325;JOANA DARQUE DA PAZ;PV;F
2326;ROSEMARA LEANDRO DA SILVA;PMB;F
2327;CARLOS LUIS GUERRA DE LIMA;AGIR;M
2328;MICHAEL DE ALENCAR ALVES;PTB;M
2329;DANIEL ROSSI;PL;M
2330;GILBERTO MEGDA;PTB;M
2331;JOSÉ CARLOS CASARINI;PP;M
2332;JOSE APARECIDO ROSA FILHO;PRTB;M
2333;DANIEL PLANA BOGALHO;REPUBLICANOS;M
2334;GETULIO DE SOUSA SANTOS;PRTB;M
2335;JUAREZ PEREIRA DIAS;PRTB;M
2336;RAFAEL POSTIGO MAZZALI;PSDB;M
2337;ROBERTO MONTEIRO;PSB;M
2338;ENID KREBSKY DE CARVALHO;PSC;M
2339;ENIO FRANCISCO TATTO;PT;M
2340;ENOC MANOEL DE SANTANA;PSOL;M
2341;ENZO LEONARDO SUZIN MOMENTI;PROS;M
2342;ERALDO NUNES GALDINO;PMB;M
2343;ERIKA TEREZA COITINHO AFFONSO;PSDB;F
2344;ERIVELTON PEREIRA RAMOS;REDE;M
2345;ERNESTO TEIXEIRA DA CUNHA;MDB;M
2346;ESTELA ALEXANDRE ALMAGRO;PT;F
2347;ESTER COSCARELLI DOMINGUES;PODE;F
2348;VALTER ESTEVAM;DC;M
2349;EUGÊNIO MIRANDA;PDT;M
2350;IVÂNGELA PEREIRA LOURENÇO;DC;F
2351;IVAN CARLOS CONSTANTINO DE OLIVEIRA;PMN;M
2352;EVELLYN JULIANA DA SILVA;PP;F
2353;EVELYN SILVA DO NASCIMENTO VICENTE DA SILVA;PT;F
2354;EVERTON REZENDE BELASCO;PRTB;M
2355;EVERTON LUIZ FERNANDES SODARIO RAIMUNDO;PATRIOTA;M
2356;FABIANA TAYANE MEDRADO DA CRUZ;PCB;F
2357;FABIA DA SILVA PORTO;PP;F
2358;FABIAN ALVES RAMOS;PRTB;M
2359;FABIANA DE LIMA BARROSO;PL;F
2360;FABIANA APARECIDA BRITO ERNANE;PATRIOTA;F
2361;FABIANO GABRIEL CARVALHO SILVA;PRTB;M
2362;FABIANO DA SILVA MONTEIRO;AGIR;M
2363;FABIO ROGERIO FAGUNDES;PP;M
2364;FABIO ADONIS PEREIRA;PSB;M
2365;FABIO DUARTE;PODE;M
2366;FABIO DUARTE JOANA;UNIÃO;M
2367;FABIO FEREZINI;AVANTE;M
2368;FÁBIO ANDRÉ CAPUTO FERRACINI;PODE;M
2369;FÁBIO CESAR FERREIRA;PSB;M
2370;FABIO MARTINS BELARMINO;PATRIOTA;M
2371;FABIO SANTOS DE OLIVEIRA;PSC;M
2372;FABIO LEANDRO CARDOSO TEIXEIRA;PODE;M
2373;FABIO DE CAMARGO TELLES;REPUBLICANOS;M
2374;FABIOLA TATCHER MARTINS RODA;CIDADANIA;F
2375;FAOUAZ TAHA;PSDB;F
2376;FÁBIO FARIAS DE SÁ;PODE;M
2377;FABRIZIO FASANO JUNIOR;PL;M
2378;MARIA DE FÁTIMA ALVES BARBOSA;PL;F
2379;MARIA DE FÁTIMA SILVA;PP;F
2380;FATIMA NASCIMENTO ALEXANDRE;PMB;F
2381;FELIPE CARMONA CANTERA;PL;M
2382;FELIPE SOUZA MURAKAMI DE FRANCO;UNIÃO;M
2383;FELIPE TALVANI SONTINI;PSC;M
2384;FELIPPE LOURENÇO OLIVEIRA COELHO;UNIÃO;M
2385;JOSE MARIA FELIX;SOLIDARIEDADE;M
2386;FERNANDA APARECIDA GOMES DA SILVA CAETANO;PRTB;F
2387;FERNANDA MORENO DA SILVA;MDB;F
2388;JOSE FERNANDES DE OLIVEIRA BARBOSA;AGIR;M
2389;FERNANDO HENRIQUE CURY;UNIÃO;M
2390;FERNANDO CESAR RAMOS;PP;M
2391;FERNANDO FERREIRA DE QUEIROZ;PATRIOTA;M
2392;FERNANDO GALVAO MOURA;UNIÃO;M
2393;FERNANDO TAVARES ARAÚJO DA SILVA;PSOL;M
2394;FERNANDO ROCHA GARCIA;PSC;M
2395;FERNANDO HENRIQUE GOMES DA SILVA;PATRIOTA;M
2396;FERNANDO DOS SANTOS MOURA;PDT;M
2397;FERNANDO SIQUEIRA MUNIZ;PP;M
2398;FERNANDO MARTINS DOS SANTOS;MDB;M
2399;FERNANDO LUIZ ISOPPO PETITI;MDB;M
2400;FERNANDO SOUZA PUGA;PT;M
2401;FERNANDO RAMOS;MDB;M
2402;FERNANDO SOARES RIBEIRO;DC;M
2403;FERNANDO PEREIRA SIRCHIA JUNIOR;PDT;M
2404;LEANDRO FERREIRA FELICIANO;PRTB;M
2405;FLEITAS FIDELES MONTEIRO;REPUBLICANOS;M
2406;ARLINDO PEREIRA FIGUEIREDO JUNIOR;PMB;M
2407;ROBERTO FIGUEIREDO JUNIOR;PRTB;M
2408;TIAGO FINESSI;PL;M
2409;FLÁVIA REGINA ROMANI;PSD;F
2410;FLAVIA MENDES GOMES;UNIÃO;F
2411;FLÁVIA APARECIDA RODRIGUES;PDT;F
2412;FLÁVIO SPINUCCI JUNIOR;PSDB;M
2413;FLAVIO RICARDO BEALL;PTB;M
2414;FLAVIO AUGUSTO OLMOS;PP;M
2415;FLORDINICE PINHEIRO;PSB;F
2416;ANTONIO JOSE FERREIRA;PRTB;M
2417;FRANCISCA PEREIRA DA ROCHA SEIXAS;PC do B;F
2418;FRANCISCO HORWATH NETO;PMN;M
2419;FRANCISCO SEVERIANO DA SILVA;PRTB;M
2420;FREDERICH GERALDO MARTINS;PSC;M
2421;EQUIMARCILIAS DE SOUZA FREIRE;PATRIOTA;M
2422;ALEXANDRE FROTA DE ANDRADE;PSDB;M
2423;JOSÉ FRANCISCO GALDINO DE CARVALHO;PP;M
2424;GABRIELA VARGAS SABINO;PSB;F
2425;GABRIEL BELÉM DOS SANTOS;PSB;M
2426;GABRIEL SILVA GOMES;PTB;M
2427;GABRIEL PINELLI FERRAZ;PODE;M
2428;GABRIEL COSTA PLACCE;PDT;M
2429;GABRIEL VIGHY DE CARVALHO;PCB;M
2430;JORGE GABRIEL GRASI;PODE;M
2431;GABRIELY DE LISIEUX LIMA BARBOSA;PMN;F
2432;SERGIO MATHEUS SANTOS GARCEZ;PL;M
2433;GARRY DERALUS;PT;M
2434;RODRIGO DE PAULA RUIS;PP;M
2435;GENILDO RODRIGUES CASTRO;PMN;M
2436;GENTIL ALVES DOS SANTOS NETO;AGIR;M
2437;GENTIL ALVES DOS SANTOS NETO;AGIR;M
2438;GEORGE VATUTIN HATO;MDB;M
2439;GEORGES HABIB JARROUGE;SOLIDARIEDADE;M
2440;GERALDO FERREIRA COSTA FILHO;AVANTE;M
2441;GERALDO PEREIRA FILHO;PMN;M
2442;GERALDO APARECIDO MENDES;PTB;M
2443;GERALDO ANTÔNIO DA NÓBREGA;PSB;M
2444;GERALDO NUNES REIS;SOLIDARIEDADE;M
2445;GERALDO DO NASCIMENTO;PSOL;M
2446;GERALDO RIBEIRO GUIMARÃES NETO;PSB;M
2447;GERSON BARBOSA DE SOUSA;PC do B;M
2448;GERSON DIAS PESSOA;PODE;M
2449;GERSON DOS SANTOS PIRES;PODE;M
2450;GIANE DA SILVA FERREIRA;PRTB;F
2451;GILBERTO APARECIDO BORGES;PDT;M
2452;GILDEVANIO ILSO DOS SANTOS DINIZ;PL;M
2453;GILBERTO MARQUES DO COUTO;PTB;M
2454;ANTONIO GILBERTO DA SILVA;AVANTE;M
2455;GILBERTO SANTOS SILVA DE VASCONCELOS;PSC;M
2456;GILBERTO SOARES PINHEIRO;PTB;M
2457;GIRLENIO GOMES DE OLIVEIRA;PATRIOTA;M
2458;GILMACI DOS SANTOS BARBOSA;REPUBLICANOS;M
2459;GILMAR BORGES DE ALMEIDA;AVANTE;M
2460;GILMAR DIAS PEREIRA;PMN;M
2461;GILMAR RAIMUNDO LUCAS;MDB;M
2462;GILMAR FERNANDES DE MELO;PDT;M
2463;GILMAR DE SOUZA ROCHA;PMB;M
2464;GILMAR SOUZA DOS SANTOS;REPUBLICANOS;M
2465;GILMAR VAZ DA ROCHA;AGIR;M
2466;GILSON DE SOUZA;REPUBLICANOS;M
2467;GILVANIA MEDEIROS DE OLIVEIRA;UNIÃO;F
2468;ANTONIO GINACK JUNIOR;PL;M
2469;GIOVANA LIMA DE AGUIAR;PTB;F
2470;GIOVANNA GUIMARÃES TRIPOLI VON USLAR;PSDB;F
2471;GISELE CASARIN DA SILVA;PMN;F
2472;GISELE APARECIDA DA SILVA RAMOS;UNIÃO;F
2473;GISELE CRISTINA DOS SANTOS SILVA;AGIR;F
2474;GIULIANO GRISO;MDB;M
2475;FERNANDA DA GLÓRIA GOMES;MDB;F
2476;GLORIAMAR JACINTHO;PROS;F
2477;MARIA DA GLORIA IBARRA DOS REIS;PROS;F
2478;JONEIDE GOMES LOPES;AVANTE;F
2479;LUIZ CARLOS GONDIM TEIXEIRA;UNIÃO;M
2480;MARIA GORETE DA SILVA;SOLIDARIEDADE;F
2481;GRACE LAINE PINCERATO CARREIRA DINI;PSB;F
2482;PAULINA ROSA DE SOUZA JACINTO;PMN;F
2483;OLIVIO AUGUSTO FREITAS CHAVES;UNIÃO;M
2484;GUILHERME DA COSTA AGUIAR CORTEZ;PSOL;M
2485;GUILHERME ANDREW GONÇALVES DA SILVA;PODE;M
2486;GUILHERME CESAR ZAFANI;PTB;M
2487;ANDERSON GUIMARÃES DE ALMEIDA;PMB;M
2488;JOSE GUSTAVO DUARTE DE ARAÚJO;PL;M
2489;CÉSAR AUGUSTO JOSÉ;PODE;M
2490;AUGUSTO ZACARIAS CORREA LEITE;UNIÃO;M
2491;HARLLEM GONÇALVES DE OLIVEIRA;CIDADANIA;M
2492;HEITOR ROBERTO TOMMASINI;AGIR;M
2493;HELENA IZABEL DA SILVA GOMES;PSC;F
2494;HELENA NOBUCO SUZUKI TAKADACHI;AGIR;F
2495;HELIO DONIZETE ZANATTA;PSC;M
2496;HELIO VIEIRA MALHEIROS JUNIOR;UNIÃO;M
2497;HELIO GERALDO RAMOS JUNIOR;REPUBLICANOS;M
2498;CARLOS HENRIQUE SILVESTRE GARZON;PODE;M
2499;HENRIQUE GOMES DE LIMA;PP;M
2500;HENRIQUE LOPES SILVA;PODE;M
2501;HENRIQUE MAGALHÃES TEIXEIRA;NOVO;M
2502;HERIVELTO DOS SANTOS MORAES;PT;M
2503;HIGOR DIEGO RALLA;REPUBLICANOS;M
2504;HONÓRIO MARQUES DA SILVA;REDE;M
2505;HUGO MOREIRA SANTOS;MDB;M
2506;IARA FRANCISCA DOS SANTOS;REPUBLICANOS;F
2507;IEDA MARIA NOGUEIRA SILVA;PRTB;F
2508;JOSEMAR CARLOS DE OLIVEIRA;AGIR;M
2509;INÊS PAZ;PSOL;F
2510;MARIA INES PINTO DE OLIVEIRA SANTIAGO;UNIÃO;F
2511;INES REGINA SCISCI MACIEL;PATRIOTA;F
2512;INGRID DE MENDONÇA RIBEIRO;PMB;F
2513;DAVI CICHETTO DE MORAES;PMN;M
2514;FRANCISLEY ILDECIR RODRIGUES;PATRIOTA;M
2515;FRANCISCO MARCOS IRAN AQUINO ROLIM;AVANTE;M
2516;IRAPUAN AUGUSTO PEDRO;PCO;M
2517;IRENILDE APARECIDA JULIANI DA SILVA;PSD;F
2518;IRENILDO ELIAS BARBOSA;PMN;M
2519;ELOIZA PEREIRA CORREIA;PP;F
2520;OZELITO JOSÉ BENEDITO;PSC;M
2521;ANTONIO CARLOS DOS SANTOS;AGIR;M
2522;ISABEL CRISTINA DA SILVA MARCELINO VIEIRA;PSDB;F
2523;ISABELA RODAS MESSIAS;PSB;F
2524;ISAC FELIX DOS SANTOS;PL;M
2525;ISMAEL DA SILVA SOUZA;AGIR;M
2526;ISRAEL ALEXANDRE DE SOUZA;PSDB;M
2527;ISRAEL BEZERRA DA SILVA;AVANTE;M
2528;ISTÊNIO VIANA MELLO;REDE;M
2529;ITAMAR FRANCISCO MACHADO BORGES;MDB;M
2530;IVAN APARECIDO DOS SANTOS;PROS;M
2531;IVAN PAULO PEREIRA DA SILVA;NOVO;M
2532;IVAN RIBEIRO DE BRITO;MDB;M
2533;IVETA DE SOUZA ALVES;PL;F
2534;IVONE FERNANDES DIAS DO NASCIMENTO;PSDB;F
2535;IVONE MOREIRA SANTOS;MDB;F
2536;IVANISE MARIA DE SOUSA GIAMPAGLIA;PROS;F
2537;FERNANDA DE MORAES DA SILVA;PSB;F
2538;IZABEL CRISTINA DA SILVA ANDRE;PP;F
2539;IZAQUE JOSÉ DA SILVA;PL;M
2540;JURANDIR FERREIRA SILVA;AVANTE;M
2541;JOAO BATISTA DO PRADO;UNIÃO;M
