"id";"cpf";"nome";"sigla";"siglaEstado";"vice";"vicecpf";"cargo"
295;"";"WAGNER TADEU SILVA PRADO";"PTB";"SP";0;0;"deputado federal"
296;"";"FABIO ALVARENGA QUINTINO";"REPUBLICANOS";"SP";0;0;"deputado federal"
297;"";"ROBERTO ALVES DOS SANTOS";"DC";"SP";0;0;"deputado federal"
298;"";"RONY DE CASTRO FRANÇA JUNIOR";"PP";"SP";0;0;"deputado federal"
299;"";"JOSÉ EDUARDO STANELIS DE AQUINO";"PODE";"SP";0;0;"deputado federal"
300;"";"MARCIO TADEU ANHAIA DE LEMOS";"PL";"SP";0;0;"deputado federal"
301;"";"PAULO ADRIANO LOPES LUCINDA TELHADA";"PP";"SP";0;0;"deputado federal"
302;"";"ORLANDO APARECIDO TOMASELLA";"PSC";"SP";0;0;"deputado federal"
303;"";"COSME APARECIDO FELIX";"AVANTE";"SP";0;0;"deputado federal"
304;"";"CRISTIANE KÁTIA SIMONI ABREU";"PODE";"SP";0;0;"deputado federal"
305;"";"CRISTIANE BRASIL FRANCISCO";"PTB";"SP";0;0;"deputado federal"
306;"";"CLAUDIA CRISTINA DA SILVA COSTA";"PSC";"SP";0;0;"deputado federal"
307;"";"CRISTIANE FORSSELL FERRARA FOMIN";"PODE";"SP";0;0;"deputado federal"
308;"";"CRISLAINE MARTINS PINHEIRO DA PAZ";"REPUBLICANOS";"SP";0;0;"deputado federal"
309;"";"CRISTINA ROHRBACHER";"AVANTE";"SP";0;0;"deputado federal"
310;"";"CRISTIANE FERREIRA DA SILVA";"PL";"SP";0;0;"deputado federal"
311;"";"CRISTIANO MOREIRA PINTO BERALDO";"UNIÃO";"SP";0;0;"deputado federal"
312;"";"CRISTIANO SALMEIRÃO";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
313;"";"CRISTINA APARECIDA DOS SANTOS FERNANDES";"PP";"SP";0;0;"deputado federal"
314;"";"DAIANE CRISTINA MELO CORREA BARBOSA";"PP";"SP";0;0;"deputado federal"
315;"";"JOÃO GOMES DE ALMEIDA";"PROS";"SP";0;0;"deputado federal"
316;"";"MANOEL DAMIÃO GOMES BARBOSA";"PSB";"SP";0;0;"deputado federal"
317;"";"DANIELE LUCI CARDOSO BARBOSA FRANCO";"PSDB";"SP";0;0;"deputado federal"
318;"";"DANIEL MIGUEL";"PTB";"SP";0;0;"deputado federal"
319;"";"DANIEL AUGUSTO SILVA CURY";"PSB";"SP";0;0;"deputado federal"
320;"";"DANIEL BELCHIOR SANTANA";"PROS";"SP";0;0;"deputado federal"
321;"";"DANIEL FERNANDO DE SOUZA CAMILO";"REPUBLICANOS";"SP";0;0;"deputado federal"
322;"";"DANIEL NEVES DE FARIA";"MDB";"SP";0;0;"deputado federal"
323;"";"DANIEL JOSÉ DA SILVA OLIVEIRA";"PODE";"SP";0;0;"deputado federal"
324;"";"DANIEL MOTTA DE OLIVEIRA";"REPUBLICANOS";"SP";0;0;"deputado federal"
325;"";"DANIEL MONTEIRO COSTA";"PDT";"SP";0;0;"deputado federal"
326;"";"DANIEL OCTACÍLIO DE PAULA";"PMN";"SP";0;0;"deputado federal"
327;"";"DANIEL DE ANDRADE VIEIRA";"PSC";"SP";0;0;"deputado federal"
328;"";"DANIELA CURIATI NUCCI";"PSB";"SP";0;0;"deputado federal"
329;"";"DANIELE FERNANDES FERREIRA MARQUES";"PRTB";"SP";0;0;"deputado federal"
330;"";"DANILA CINTIA AZEVEDO DE OLIVEIRA";"PTB";"SP";0;0;"deputado federal"
331;"";"DANILO DA CUNHA BARBOSA";"NOVO";"SP";0;0;"deputado federal"
332;"";"DANILO MARCO MORGADO SILVA";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
333;"";"DANILO SILVEIRA RAMOS";"PL";"SP";0;0;"deputado federal"
334;"";"DANILO HENRIQUE PEREIRA DAVID";"NOVO";"SP";0;0;"deputado federal"
335;"";"DANUTTA DE FIGUEIREDO FALCÃO ROSSETO";"REPUBLICANOS";"SP";0;0;"deputado federal"
336;"";"DANIELA APARECIDA FELIX";"PSB";"SP";0;0;"deputado federal"
337;"";"DAVID JOSE BUENO GOMES";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
338;"";"DAVID DE AMORIM CALDAS";"PTB";"SP";0;0;"deputado federal"
339;"";"DAVID CARDOSO";"PL";"SP";0;0;"deputado federal"
340;"";"DAVID BEZERRA RIBEIRO SOARES";"UNIÃO";"SP";0;0;"deputado federal"
341;"";"DAYANE ANDRADE DA SILVA";"AGIR";"SP";0;0;"deputado federal"
342;"";"AGUINALDO DE CARLOS";"DC";"SP";0;0;"deputado federal"
343;"";"DEBORA FARIAS CABRAL";"REPUBLICANOS";"SP";0;0;"deputado federal"
344;"";"DÉBORA CRISTINA CHANTRE CARDOSO";"PODE";"SP";0;0;"deputado federal"
345;"";"DEBORA ELOISA JUSTINO";"UNIÃO";"SP";0;0;"deputado federal"
346;"";"DEBORAH SOARES RESEK";"AGIR";"SP";0;0;"deputado federal"
347;"";"DECIO COUTO CLEMENTE";"PROS";"SP";0;0;"deputado federal"
348;"";"ASTROGILDO CANDIDO DE SOUSA JUNIOR";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
349;"";"FABIO DEFOURNY MARTINS";"PSB";"SP";0;0;"deputado federal"
350;"";"DELBIO CAMARGO TERUEL";"UNIÃO";"SP";0;0;"deputado federal"
351;"";"JUNIA CRISTINA LEME MACEDO";"PTB";"SP";0;0;"deputado federal"
352;"";"TERESINHA DE CARVALHO";"PATRIOTA";"SP";0;0;"deputado federal"
353;"";"ANDRÉ MAXIMILIANO MORON MACHADO";"PSD";"SP";0;0;"deputado federal"
354;"";"BRUNO MARCELLO DE OLIVEIRA LIMA";"PP";"SP";0;0;"deputado federal"
355;"";"CARLOS ALBERTO DA CUNHA";"PP";"SP";0;0;"deputado federal"
356;"";"DAVID ABMAEL DAVID";"PL";"SP";0;0;"deputado federal"
357;"";"ELTON HUGO NEGRINI";"PRTB";"SP";0;0;"deputado federal"
358;"";"MAURICIO JOSÉ LEMOS FREIRE";"AVANTE";"SP";0;0;"deputado federal"
359;"";"MARIO PALUMBO JUNIOR";"MDB";"SP";0;0;"deputado federal"
360;"";"PAULO FRANCISCO MUNIZ BILYNSKYJ";"PL";"SP";0;0;"deputado federal"
361;"";"MICHAEL DELLA TORRE NETO";"PTB";"SP";0;0;"deputado federal"
362;"";"DEMERSON DIAS";"PSB";"SP";0;0;"deputado federal"
363;"";"DEMÉTRIUS ALVES CABRAL FILHO";"NOVO";"SP";0;0;"deputado federal"
364;"";"DENILCE JOSEFINA NICOLA";"AGIR";"SP";0;0;"deputado federal"
365;"";"DENILSON ROCHA ZIROLDO";"PSD";"SP";0;0;"deputado federal"
366;"";"DENIS EDUARDO ANDIA";"MDB";"SP";0;0;"deputado federal"
367;"";"ALFREDO ALVES CAVALCANTE";"PT";"SP";0;0;"deputado federal"
368;"";"DIEGO ARAUJO AGIANI";"PP";"SP";0;0;"deputado federal"
369;"";"DIJAIR DE JESUS ALMEIDA";"PDT";"SP";0;0;"deputado federal"
370;"";"DIMITRI SEAN RIBEIRO CARNEIRO";"PDT";"SP";0;0;"deputado federal"
371;"";"CLAUDINEI ALEXANDRE PIRES";"AVANTE";"SP";0;0;"deputado federal"
372;"";"DIOGO PEREIRA FORJAZ";"PL";"SP";0;0;"deputado federal"
373;"";"ELIAS ASSIS NETO";"AVANTE";"SP";0;0;"deputado federal"
374;"";"WILKY ANDRADE OKAGAWA";"AGIR";"SP";0;0;"deputado federal"
375;"";"ERNESTO FERNANDES DE FREITAS NETO";"PRTB";"SP";0;0;"deputado federal"
376;"";"DOMENICO ANTONIO DONINA RODRIGUES";"PP";"SP";0;0;"deputado federal"
377;"";"EDNA APARECIDA OLIVEIRA SANTOS";"MDB";"SP";0;0;"deputado federal"
378;"";"VERA LÚCIA CHAGAS CONCEIÇÃO";"AVANTE";"SP";0;0;"deputado federal"
379;"";"DORIEDSON ANTONIO DA SILVA FREITAS";"REDE";"SP";0;0;"deputado federal"
380;"";"DOUGLAS ELIAS BELCHIOR";"PT";"SP";0;0;"deputado federal"
381;"";"DOUGLAS GARCIA BISPO DOS SANTOS";"REPUBLICANOS";"SP";0;0;"deputado federal"
382;"";"DOUGLAS DE ARAUJO GIGLIO";"PP";"SP";0;0;"deputado federal"
383;"";"DOUGLAS MELO DE SOUSA";"REPUBLICANOS";"SP";0;0;"deputado federal"
384;"";"DOUGLAS DE PAULO VIEGAS";"UNIÃO";"SP";0;0;"deputado federal"
385;"";"JOSÉ FERREIRA CAMPOS FILHO";"PMN";"SP";0;0;"deputado federal"
386;"";"DENILSON MIOTTO";"PTB";"SP";0;0;"deputado federal"
387;"";"MARCO AURELIO UBIALI";"PSB";"SP";0;0;"deputado federal"
388;"";"FABRES LENE DE AQUINO DELMONDES";"PODE";"SP";0;0;"deputado federal"
389;"";"ADILSON DE MEDEIROS PAULINO";"PSC";"SP";0;0;"deputado federal"
390;"";"ALEXANDRE DE ALCANTARA";"PSDB";"SP";0;0;"deputado federal"
391;"";"ERICO ROMÃO DE VILLALBA ALVIM";"PROS";"SP";0;0;"deputado federal"
392;"";"AMILTON AUGUSTO DA SILVA JUNIOR";"PSB";"SP";0;0;"deputado federal"
393;"";"ANDRÉ SACCO JUNIOR";"PSDB";"SP";0;0;"deputado federal"
394;"";"JOSÉ ROBERTO APOLARI";"PP";"SP";0;0;"deputado federal"
395;"";"ARTUR CESAR BONACCORSI";"PMN";"SP";0;0;"deputado federal"
396;"";"ROBERTO MARTINS FIGUEIREDO";"MDB";"SP";0;0;"deputado federal"
397;"";"CAIO JOSÉ CARLOS SILVEIRA GAIANE";"PODE";"SP";0;0;"deputado federal"
398;"";"CLAUDIMAR AMARO DE ANDRADE RODRIGUES";"PCB";"SP";0;0;"deputado federal"
399;"";"JOSÉ DE CASTRO COIMBRA";"AVANTE";"SP";0;0;"deputado federal"
400;"";"AILTON BOLIGNARI";"DC";"SP";0;0;"deputado federal"
401;"";"EUCLYDES DIAS BUCHLER";"AVANTE";"SP";0;0;"deputado federal"
402;"";"EVILASIO CAVALCANTE DE FARIAS";"PSB";"SP";0;0;"deputado federal"
403;"";"FILIPE AUGUSTO FORNARI MONTANHOLI";"PP";"SP";0;0;"deputado federal"
404;"";"FLÁVIO MIGUEL AMORIM";"PP";"SP";0;0;"deputado federal"
405;"";"FREDERICK WASSEF";"PL";"SP";0;0;"deputado federal"
406;"";"GETULIO PEREIRA SERPA";"PSB";"SP";0;0;"deputado federal"
407;"";"GILBERTO ANTONIO LUIZ";"PT";"SP";0;0;"deputado federal"
408;"";"JOÃO LUIZ LEITE";"PP";"SP";0;0;"deputado federal"
409;"";"JOSE JOAQUIM FERNANDES RAPOSO FILHO";"PODE";"SP";0;0;"deputado federal"
410;"";"JORGE HERMES GUIMARÃES";"PATRIOTA";"SP";0;0;"deputado federal"
411;"";"JORGE ABISSAMRA FILHO";"PSB";"SP";0;0;"deputado federal"
412;"";"EDISON IWAO KURAMOTO";"PSDB";"SP";0;0;"deputado federal"
413;"";"MARCELO DA MOTTA BARRICHELLO";"PSD";"SP";0;0;"deputado federal"
414;"";"MARCELO MORICKOCHI";"PP";"SP";0;0;"deputado federal"
415;"";"MAURICIO BERNARDINO SOARES";"PL";"SP";0;0;"deputado federal"
416;"";"CARLOS MINORU ISHIKO";"REPUBLICANOS";"SP";0;0;"deputado federal"
417;"";"NEVTON OLIVEIRA ROCHA";"PODE";"SP";0;0;"deputado federal"
418;"";"NILTON LOURENÇO CANDIDO";"PSB";"SP";0;0;"deputado federal"
419;"";"ORLANDO COSTA DIAS";"PSC";"SP";0;0;"deputado federal"
420;"";"PAULO DE TARSO NUNES CHIODE";"AVANTE";"SP";0;0;"deputado federal"
421;"";"PAULO PURKYT";"DC";"SP";0;0;"deputado federal"
422;"";"RAPHAEL APARECIDO DE OLIVEIRA";"PP";"SP";0;0;"deputado federal"
423;"";"RENATO MENEGUELO";"MDB";"SP";0;0;"deputado federal"
424;"";"RENATO FERREIRA DA SILVA";"PATRIOTA";"SP";0;0;"deputado federal"
425;"";"RICARDO MITSUO NAKAGAWA";"PSD";"SP";0;0;"deputado federal"
426;"";"RICARDO YOSHIO";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
427;"";"JOSE RODRIGUES COSTA";"PP";"SP";0;0;"deputado federal"
428;"";"ROGER LIN";"PODE";"SP";0;0;"deputado federal"
429;"";"RUI CARLOS VINCENZI";"MDB";"SP";0;0;"deputado federal"
430;"";"SINÉSIO LUIZ ANTONIO";"PP";"SP";0;0;"deputado federal"
431;"";"TASSIO RENAM SOUZA BOTELHO";"PROS";"SP";0;0;"deputado federal"
432;"";"TIOKI OGUSUKA";"PATRIOTA";"SP";0;0;"deputado federal"
433;"";"VINICIUS TADEU SATTIN RODRIGUES";"PL";"SP";0;0;"deputado federal"
434;"";"ROBERTO CACCIARI FILHO";"PL";"SP";0;0;"deputado federal"
435;"";"CLEBER FERNANDO BERNARDI";"PODE";"SP";0;0;"deputado federal"
436;"";"DAVID DE OLIVEIRA RUFATO";"PSC";"SP";0;0;"deputado federal"
437;"";"DOUGLAS YUGI KOGA";"NOVO";"SP";0;0;"deputado federal"
438;"";"ELIAS ANTONIO NETO";"UNIÃO";"SP";0;0;"deputado federal"
439;"";"FABIO SIQUEIRA DIAS";"REPUBLICANOS";"SP";0;0;"deputado federal"
440;"";"HERMES RODRIGUES NERY";"PRTB";"SP";0;0;"deputado federal"
441;"";"JAQUES ARTUR MUNHOZ";"PT";"SP";0;0;"deputado federal"
442;"";"JOAO NAVES NETO";"PSDB";"SP";0;0;"deputado federal"
443;"";"LEANDRO OSVALDO SANTOS MEIRELES DA FONSECA";"REPUBLICANOS";"SP";0;0;"deputado federal"
444;"";"ELISSANDRO MARCIO SILVA LINDOSO";"PSC";"SP";0;0;"deputado federal"
445;"";"LUCILIO FERREIRA DA SILVA";"PSOL";"SP";0;0;"deputado federal"
446;"";"PAULO CESAR DA SILVA FERREIRA";"REPUBLICANOS";"SP";0;0;"deputado federal"
447;"";"PAULO EDUARDO SEADE SERRA";"REPUBLICANOS";"SP";0;0;"deputado federal"
448;"";"RENATO KOGA CERQUEIRA";"PRTB";"SP";0;0;"deputado federal"
449;"";"SINVAL MALHEIROS PINTO JUNIOR";"PATRIOTA";"SP";0;0;"deputado federal"
450;"";"WALTER AGUIAR DE CARVALHO JUNIOR";"AGIR";"SP";0;0;"deputado federal"
451;"";"CAROLINA TAKAYAMA DOS SANTOS";"PP";"SP";0;0;"deputado federal"
452;"";"CLEONICE DE OLIVEIRA";"PL";"SP";0;0;"deputado federal"
453;"";"ELIANA GALVÃO DIAS";"PRTB";"SP";0;0;"deputado federal"
454;"";"ELISA CLAUDIA COUTINHO";"AVANTE";"SP";0;0;"deputado federal"
455;"";"ELZA NUNES MACHADO GALVÃO";"UNIÃO";"SP";0;0;"deputado federal"
456;"";"FRANCISCA SILVA SERRA MATIAS";"AVANTE";"SP";0;0;"deputado federal"
457;"";"IRIS MARIA BARROS DE BRITO";"AGIR";"SP";0;0;"deputado federal"
458;"";"JOSIANE DE OLIVEIRA";"PP";"SP";0;0;"deputado federal"
459;"";"MARIA AUXILIADORA DE SOUSA";"PRTB";"SP";0;0;"deputado federal"
460;"";"LOREDANA NOCITO SALAMONE";"AVANTE";"SP";0;0;"deputado federal"
461;"";"LYSSA CAROLINE MONTEIRO MAXIMO CARTIER";"PL";"SP";0;0;"deputado federal"
462;"";"MARIA PAULA MILLEN BARCELLOS";"AGIR";"SP";0;0;"deputado federal"
463;"";"NAYARA MIRANDA ALVES";"PROS";"SP";0;0;"deputado federal"
464;"";"GERALNICE ALVES TEIXEIRA";"PROS";"SP";0;0;"deputado federal"
465;"";"NISE HITOMI YAMAGUCHI";"PROS";"SP";0;0;"deputado federal"
466;"";"SAMIRA SILOTI";"PL";"SP";0;0;"deputado federal"
467;"";"SANDRA REGINA CARBONE TADEU MUDALEN";"UNIÃO";"SP";0;0;"deputado federal"
468;"";"SIRLENE DE LIMA DOMINGUES";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
469;"";"ELAINE CRISTINA GONÇALVES AMORIM";"PSC";"SP";0;0;"deputado federal"
470;"";"HERICA VELOSO RIBEIRO MONT'ALVÃO";"PSC";"SP";0;0;"deputado federal"
471;"";"MIRIAN LEE";"PMB";"SP";0;0;"deputado federal"
472;"";"MARIA EMILIA GADELHA SERRA";"PRTB";"SP";0;0;"deputado federal"
473;"";"PATRÍCIA CRISTINA MARÇAL";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
474;"";"ROSA ENEIDE DOS SANTOS ABLAS";"PODE";"SP";0;0;"deputado federal"
475;"";"SILVIA HELENA BUENDIA";"PRTB";"SP";0;0;"deputado federal"
476;"";"TARYK AL JAMAHIRIYA AGIO";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
477;"";"ANTONIO RIBEIRO DUARTE";"PSTU";"SP";0;0;"deputado federal"
478;"";"JOSE MANOEL DE LIRA FILHO";"AGIR";"SP";0;0;"deputado federal"
479;"";"EDUARDO SIVINSKI";"AVANTE";"SP";0;0;"deputado federal"
480;"";"DURVAL LOPES ORLATO";"PROS";"SP";0;0;"deputado federal"
481;"";"DYEGO RAFAEL BARBOSA SÉRVOLO";"PSOL";"SP";0;0;"deputado federal"
482;"";"ECLAIR PIRES DE SOUZA";"PSB";"SP";0;0;"deputado federal"
483;"";"EDER DIAS MASCARENHAS";"AGIR";"SP";0;0;"deputado federal"
484;"";"EDER SOLDERA BORGHETTI";"AGIR";"SP";0;0;"deputado federal"
485;"";"EDER GARCIA SOARES VITERBO";"DC";"SP";0;0;"deputado federal"
486;"";"EDICARLOS VIEIRA";"PP";"SP";0;0;"deputado federal"
487;"";"EDINALVA JACINTA DE ALMEIDA";"PROS";"SP";0;0;"deputado federal"
488;"";"JOSÉ EDILSON PACHECO SILVA";"PSC";"SP";0;0;"deputado federal"
489;"";"EDIMARCOS FERREIRA DA SILVA";"PROS";"SP";0;0;"deputado federal"
490;"";"EDINALDO ANTÔNIO DO CARMO";"PMN";"SP";0;0;"deputado federal"
491;"";"EDSON COELHO ARAÚJO FILHO";"MDB";"SP";0;0;"deputado federal"
492;"";"EDSON FRANCISCO DE SANTANA";"PSB";"SP";0;0;"deputado federal"
493;"";"EDISON DE OLIVEIRA";"PATRIOTA";"SP";0;0;"deputado federal"
494;"";"EDIVALDO DOMINGOS DE CASTRO";"PMB";"SP";0;0;"deputado federal"
495;"";"EDIVALDO CORREIA DE OLIVEIRA";"DC";"SP";0;0;"deputado federal"
496;"";"EDMILSON DE SOUZA VIEIRA FEITOSA";"MDB";"SP";0;0;"deputado federal"
497;"";"EDNA PENHA DA SILVA";"PSB";"SP";0;0;"deputado federal"
498;"";"EDSON FERREIRA PONTES";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
499;"";"EDSON MOURA";"PSD";"SP";0;0;"deputado federal"
500;"";"EDUARDO JANZON AVALLONE NOGUEIRA";"PODE";"SP";0;0;"deputado federal"
501;"";"EDUARDO NANTES BOLSONARO";"PL";"SP";0;0;"deputado federal"
502;"";"EDUARDO VINICIUS VENTURELLI DE ALMEIDA PRANDO";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
503;"";"EDUARDO COSENTINO DA CUNHA";"PTB";"SP";0;0;"deputado federal"
504;"";"EDUARDO PEDROSA CURY";"PSDB";"SP";0;0;"deputado federal"
505;"";"EDUARDO DIAS REAL";"PCB";"SP";0;0;"deputado federal"
506;"";"EDUARDO VALERIANO DOS SANTOS";"PATRIOTA";"SP";0;0;"deputado federal"
507;"";"AUGUSTO EDUARDO VIDAL NETO";"PODE";"SP";0;0;"deputado federal"
508;"";"JOSÉ EDVALDO BRITO";"AVANTE";"SP";0;0;"deputado federal"
509;"";"EDVALDO RANZANI CARLOS";"AGIR";"SP";0;0;"deputado federal"
510;"";"ELAINE APARECIDA PEREIRA GOMES";"REPUBLICANOS";"SP";0;0;"deputado federal"
511;"";"ELAINE SILVEIRA NEVES";"MDB";"SP";0;0;"deputado federal"
512;"";"ELAINE CRISTINA DA SILVA";"PP";"SP";0;0;"deputado federal"
513;"";"ELDO PEDRO DA SILVA";"CIDADANIA";"SP";0;0;"deputado federal"
514;"";"ADRIANO ELI CORREA";"UNIÃO";"SP";0;0;"deputado federal"
515;"";"ELIANA FERNANDES CONCEIÇÃO";"PSD";"SP";0;0;"deputado federal"
516;"";"ELIANA OLIVEIRA DE LIMA";"AGIR";"SP";0;0;"deputado federal"
517;"";"ELIANA MARUCCI COSTA MIRANDA";"MDB";"SP";0;0;"deputado federal"
518;"";"ELIAS ARACATI PAIVA";"AVANTE";"SP";0;0;"deputado federal"
519;"";"ELIAS DE SISTO";"PSB";"SP";0;0;"deputado federal"
520;"";"ELIAS GUIMARAES BORGES";"PTB";"SP";0;0;"deputado federal"
521;"";"ELIAS TEIXEIRA";"AGIR";"SP";0;0;"deputado federal"
522;"";"ELIEL MIRANDA";"PSD";"SP";0;0;"deputado federal"
523;"";"ELIETE NUNES FERNANDES DA SILVA";"CIDADANIA";"SP";0;0;"deputado federal"
524;"";"ELIS REGINA VIEIRA RUANO";"PSC";"SP";0;0;"deputado federal"
525;"";"MARIA ELISABETE DO NASCIMENTO TAHAN LOPES BARROS";"PSC";"SP";0;0;"deputado federal"
526;"";"ELISANGELA MARIA FERREIRA";"PRTB";"SP";0;0;"deputado federal"
527;"";"ELISANGELA JOVANA DOS SANTOS";"PATRIOTA";"SP";0;0;"deputado federal"
528;"";"ELISEU GABRIEL DE PIERI";"PSB";"SP";0;0;"deputado federal"
529;"";"ELIVALDO NOGUEIRA CHAVES";"PMN";"SP";0;0;"deputado federal"
530;"";"ELISANGELA BRITO DO NASCIMENTO";"PMN";"SP";0;0;"deputado federal"
531;"";"ELIZA MURATORI DE SOUZA";"PRTB";"SP";0;0;"deputado federal"
532;"";"ELLEN RENATA DE MICO CHARKANI SIMÕES";"PL";"SP";0;0;"deputado federal"
533;"";"ELISANGELA CLENILDA NOBREGA";"PROS";"SP";0;0;"deputado federal"
534;"";"ELTON FRANCISCO DE BRITO";"PSDB";"SP";0;0;"deputado federal"
535;"";"ELIZANGELA MOREIRA SOARES DE SOUZA";"PMN";"SP";0;0;"deputado federal"
536;"";"ELIANE DE SOUSA ALVES MACHADO";"REPUBLICANOS";"SP";0;0;"deputado federal"
537;"";"ELZA ALVES DE CARVALHO";"PDT";"SP";0;0;"deputado federal"
538;"";"EMANOEL DE CARVALHO MOURA";"AVANTE";"SP";0;0;"deputado federal"
539;"";"EMERSON WELSCH";"PMN";"SP";0;0;"deputado federal"
540;"";"EMERSON LUIZ DA CRUZ";"PATRIOTA";"SP";0;0;"deputado federal"
541;"";"EMERSON JONAS DE OLIVEIRA COSTA";"PMB";"SP";0;0;"deputado federal"
542;"";"EMERSON VANCINI";"PROS";"SP";0;0;"deputado federal"
543;"";"EMERSON KAPAZ";"PSD";"SP";0;0;"deputado federal"
544;"";"AMANDA ROSA MARIA SILVA";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
545;"";"EDITH FERREIRA DE SOUZA OLIVEIRA";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
546;"";"EUNICE FATIMA RODRIGUES REBOUÇAS DO NASCIMENTO";"SOLIDARIEDADE";"SP";0;0;"deputado federal"
547;"";"MARIA LUCIA DA SILVA";"PODE";"SP";0;0;"deputado federal"
548;"";"TANIA MARA DA CRUZ TONET";"REPUBLICANOS";"SP";0;0;"deputado federal"
549;"";"ERICK JOSÉ ELOI DO NASCIMENTO";"PDT";"SP";0;0;"deputado federal"
550;"";"ENRICO VAN BLARCUM DE GRAAFF MISASI";"MDB";"SP";0;0;"deputado federal"
551;"";"ERICA CRISTINA ROCHA GORGA";"PATRIOTA";"SP";0;0;"deputado federal"
552;"";"ERIKA SANTOS SILVA";"PSOL";"SP";0;0;"deputado federal"
553;"";"ERIKA FERNANDA MATOS DOS SANTOS";"PSDB";"SP";0;0;"deputado federal"
554;"";"ERIKA ROBERTA DOS SANTOS OLIVETTI JACOMINI";"PSDB";"SP";0;0;"deputado federal"
555;"";"ERNESTO BENEDITO NÓBILE";"AVANTE";"SP";0;0;"deputado federal"
556;"";"ESNAR DONIZETI RIBEIRO LUZ";"REPUBLICANOS";"SP";0;0;"deputado federal"
557;"";"EVANDRO FONTINELE";"PSB";"SP";0;0;"deputado federal"
558;"";"EZEQUIEL SOUZA DE SÁ";"PRTB";"SP";0;0;"deputado federal"
559;"";"MARIA FABIA DA SILVA";"PDT";"SP";0;0;"deputado federal"
560;"";"FABIANA OLIVEIRA DA SILVA";"AVANTE";"SP";0;0;"deputado federal"
561;"";"FABIANA SOLER DOS SANTOS ANDRADE";"PT";"SP";0;0;"deputado federal"
562;"";"FABIO HENRIQUE DA CONCEIÇÃO";"PSD";"SP";0;0;"deputado federal"
563;"";"FABIO SILVA CALIXTO";"PT";"SP";0;0;"deputado federal"
564;"";"FABIO DE VASCONCELOS LIMA";"AGIR";"SP";0;0;"deputado federal"
565;"";"FÁBIO NOVAIS MAGALHÃES";"PSDB";"SP";0;0;"deputado federal"
566;"";"FÁBIO NOVAIS MAGALHÃES";"PSDB";"SP";0;0;"deputado federal"
567;"";"FÁBIO SARTORI MANFRINATO";"PATRIOTA";"SP";0;0;"deputado federal"
568;"";"FABIO RINALDI MANZANO";"MDB";"SP";0;0;"deputado federal"
569;"";"FABIO DE SALLES MEIRELLES NETO";"UNIÃO";"SP";0;0;"deputado federal"
570;"";"FABIO JOSÉ RODRIGUES DE MELLO";"PSOL";"SP";0;0;"deputado federal"
571;"";"FABIO BLANES";"AVANTE";"SP";0;0;"deputado federal"
572;"";"FÁBIO SILVA MOREIRA";"PDT";"SP";0;0;"deputado federal"
573;"";"FABIO JOSÉ RIBEIRO PACIULLO";"PSC";"SP";0;0;"deputado federal"
574;"";"FÁBIO DE ARAÚJO PATUSSO";"PMN";"SP";0;0;"deputado federal"
575;"";"FABIO APARECIDO PLACIDO";"NOVO";"SP";0;0;"deputado federal"
576;"";"FABIO ELY RAMOS";"PSB";"SP";0;0;"deputado federal"
577;"";"FABIO RENATO DE SOUSA FERREIRA";"NOVO";"SP";0;0;"deputado federal"
578;"";"FABIO CESAR SATO";"MDB";"SP";0;0;"deputado federal"
579;"";"FABIO SOARES DE OLIVEIRA";"PSDB";"SP";0;0;"deputado federal"
580;"";"FÁBIO EDUARDO DE OLIVEIRA TERUEL";"MDB";"SP";0;0;"deputado federal"
581;"";"FÁBIO ISSA ZAN";"NOVO";"SP";0;0;"deputado federal"
582;"";"FABIOLA DE ALMEIDA PINTO";"PROS";"SP";0;0;"deputado federal"
583;"";"FABRICIO DE CARVALHO SILVA";"PATRIOTA";"SP";0;0;"deputado federal"
584;"";"FABRICIO DIAS JUNIOR";"MDB";"SP";0;0;"deputado federal"
585;"";"MARCO ANTÔNIO FACCAS";"PDT";"SP";0;0;"deputado federal"
586;"";"FARID SAID MADI";"PODE";"SP";0;0;"deputado federal"
587;"";"MARIA DE FÁTIMA PAULA BAULÉ";"NOVO";"SP";0;0;"deputado federal"
588;"";"FATIMA APARECIDA SANTOS DE SOUZA";"PROS";"SP";0;0;"deputado federal"
589;"";"FATIMA REGINA PORTELLA OLIVEIRA";"NOVO";"SP";0;0;"deputado federal"
590;"";"FAUSTO SALVADOR PERES";"PODE";"SP";0;0;"deputado federal"
591;"";"FAUSTO RUY PINATO";"PP";"SP";0;0;"deputado federal"
592;"";"ELAINE DOSOLINA FAVERO";"PSD";"SP";0;0;"deputado federal"
593;"";"RODRIGO FAZITO ZIOLLI CALDERARO GIACOMINI";"PMB";"SP";0;0;"deputado federal"
